Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Customer_Days,MntTotal,MntRegularProds,AcceptedCmpOverall,Education,Marital_Status
54058.0,0,1,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,44,2549,608,554,0,Graduation,Together
24683.0,1,0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,30,2272,35,29,0,2n Cycle,Married
85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,56,2332,1554,1508,0,Graduation,Widow
47850.0,1,0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,40,2367,124,114,0,Graduation,Married
19514.0,1,1,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,52,2313,41,13,1,Graduation,Married
27159.0,1,1,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,47,2251,20,19,0,Master,Married
39548.0,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,57,2249,36,18,0,2n Cycle,Single
21474.0,1,0,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,31,2241,57,23,1,Graduation,Single
60504.0,0,1,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,49,2301,492,458,0,PhD,Single
22419.0,0,0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,57,2596,120,78,0,Graduation,Married
81698.0,0,0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,71,2394,961,914,0,Master,Married
43462.0,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,68,2814,225,210,0,Graduation,Together
54880.0,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,42,2644,677,559,0,PhD,Single
79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,38,2609,1661,1550,1,Graduation,Married
15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,50,2489,47,30,0,2n Cycle,Married
87771.0,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,61,2562,1924,1891,4,Graduation,Together
33039.0,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,42,2452,66,54,0,Graduation,Married
81741.0,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,40,2537,1534,1496,0,Graduation,Single
71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,49,2528,758,721,0,Master,Together
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,806,723,0,2n Cycle,Married
48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,57,2395,307,283,0,PhD,Divorced
52157.0,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,70,2181,225,185,0,PhD,Together
66565.0,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,58,2730,1023,981,0,Graduation,Single
29298.0,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,69,2454,10,9,0,Master,Together
47691.0,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,41,2518,17,13,0,Graduation,Single
38200.0,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,50,2728,16,15,0,Graduation,Together
44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,46,2814,263,157,0,Graduation,Married
38443.0,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,52,2312,37,36,0,PhD,Married
38593.0,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,42,2448,153,129,0,2n Cycle,Single
64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,50,2491,259,239,0,PhD,Together
36959.0,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,2429,62,62,0,Master,Married
61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,43,2673,1206,1182,3,PhD,Married
51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,52,2248,152,122,0,Graduation,Married
13260.0,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,50,2469,42,35,0,Graduation,Married
47472.0,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,54,2445,67,59,0,PhD,Together
54603.0,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,64,2514,223,219,0,Master,Together
45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,46,2755,213,211,1,PhD,Married
40689.0,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,69,2627,345,246,0,Graduation,Together
47821.0,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,2411,37,27,0,2n Cycle,Together
27450.0,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,69,2599,91,39,0,Master,Married
39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,37,2246,53,51,0,Graduation,Together
26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,49,2231,54,45,0,2n Cycle,Together
79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,65,2803,1643,1419,3,Graduation,Widow
61794.0,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,59,2447,600,589,0,Master,Married
53863.0,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,65,2202,443,413,1,Graduation,Together
24221.0,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,61,2472,33,11,0,Graduation,Together
39684.0,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,36,2784,64,47,0,PhD,Single
92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,45,2723,2066,2046,2,Master,Married
69882.0,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,55,2390,1313,1148,0,Master,Single
33178.0,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,43,2309,33,17,0,Graduation,Together
59973.0,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,48,2450,382,382,0,PhD,Married
17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,45,2442,39,9,0,Master,Together
23910.0,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,51,2770,54,41,0,Graduation,Divorced
42169.0,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,51,2412,28,26,0,Master,Married
26224.0,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,42,2549,48,33,0,2n Cycle,Married
31089.0,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,39,2840,75,71,0,Graduation,Together
30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,59,2652,38,34,0,Graduation,Single
62807.0,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,60,2826,720,621,0,Graduation,Together
72906.0,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,65,2444,1097,1043,0,Graduation,Single
61467.0,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,72,2726,545,496,0,PhD,Married
49618.0,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,54,2678,115,101,0,Master,Together
21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,34,2706,149,85,0,Master,Single
42429.0,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,47,2297,63,59,0,Graduation,Widow
26150.0,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,2634,27,26,0,Graduation,Divorced
30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,45,2770,34,23,0,Basic,Married
81168.0,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,55,2212,1171,1149,1,Graduation,Married
26877.0,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,51,2473,228,188,0,Master,Single
45006.0,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,76,2505,256,246,0,Master,Widow
18978.0,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,47,2724,22,7,0,Basic,Married
22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,53,2403,35,33,0,Graduation,Married
48240.0,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,51,2756,841,800,0,PhD,Single
45837.0,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,46,2497,349,325,0,Graduation,Married
35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,55,2578,32,29,0,Master,Single
54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,42,2627,32,22,0,Graduation,Widow
30522.0,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,60,2840,300,274,0,Master,Married
54456.0,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,59,2512,389,374,0,PhD,Married
31632.0,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,49,2509,63,31,0,Graduation,Single
72298.0,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,71,2270,904,869,2,Graduation,Widow
36975.0,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,42,2342,31,29,0,2n Cycle,Single
72635.0,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,65,2550,874,767,1,2n Cycle,Married
13624.0,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,2684,30,24,0,Graduation,Married
84196.0,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,45,2550,1047,857,0,Graduation,Single
70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,60,2805,1808,1791,0,Graduation,Together
34487.0,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,43,2820,95,87,0,PhD,Divorced
28769.0,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,43,2717,188,185,0,Graduation,Single
69084.0,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,50,2381,1556,1526,0,PhD,Married
65488.0,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,62,2175,909,855,0,PhD,Together
62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,50,2324,806,723,0,2n Cycle,Married
32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,60,2293,63,33,1,2n Cycle,Single
83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,47,2596,1508,1429,0,Graduation,Single
46102.0,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,2270,15,14,0,Graduation,Divorced
84574.0,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,68,2549,1212,1049,0,Graduation,Single
56181.0,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,58,2696,345,297,0,Graduation,Married
63120.0,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,70,2798,1408,1339,0,Master,Divorced
73691.0,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,49,2394,1106,1033,1,Graduation,Married
63381.0,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,60,2791,846,687,0,Graduation,Together
76140.0,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,72,2206,1322,1296,0,PhD,Together
62859.0,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,61,2705,1282,1257,0,PhD,Divorced
45906.0,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,56,2577,342,198,1,Graduation,Single
77632.0,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,73,2635,2105,1958,2,Master,Together
46463.0,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,49,2474,224,213,0,PhD,Married
105471.0,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,50,2683,1517,1310,2,Graduation,Together
55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,50,2357,216,197,0,Master,Divorced
78710.0,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,43,2196,1042,992,0,Master,Married
66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,62,2445,453,307,0,Graduation,Together
98777.0,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,60,2291,1970,1932,1,Master,Single
29103.0,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,35,2830,42,36,0,Graduation,Together
67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,46,2845,1163,1152,0,Graduation,Married
50616.0,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,70,2236,58,49,0,PhD,Together
49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,65,2854,348,331,0,Graduation,Divorced
61278.0,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,67,2335,150,135,0,Graduation,Together
26490.0,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,62,2804,185,160,0,2n Cycle,Together
73059.0,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,73,2461,1024,953,0,PhD,Together
46734.0,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,54,2410,147,71,1,PhD,Single
56253.0,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,57,2728,592,587,0,Graduation,Together
19986.0,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,35,2386,16,10,0,Graduation,Married
58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,45,2345,913,762,0,Graduation,Widow
25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,40,2819,63,52,0,Basic,Married
14661.0,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,64,2703,24,22,0,Master,Together
18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0,61,2707,41,22,0,Graduation,Married
45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,46,2568,17,14,0,PhD,Together
21063.0,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0,33,2436,44,29,0,Basic,Single
29187.0,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,52,2575,32,30,0,PhD,Married
54690.0,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0,49,2393,180,162,0,2n Cycle,Married
59304.0,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0,56,2494,1038,1028,0,PhD,Married
59247.0,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0,58,2392,491,408,0,Master,Single
66731.0,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0,50,2814,888,747,0,Graduation,Widow
77353.0,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0,40,2354,611,552,0,Graduation,Married
52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,45,2734,952,914,0,PhD,Single
26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,46,2197,10,9,0,Graduation,Married
81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,57,2766,1205,1169,1,PhD,Married
70337.0,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0,41,2337,485,394,0,Graduation,Single
36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,35,2537,154,136,1,2n Cycle,Married
65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0,40,2347,658,652,0,PhD,Single
68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0,57,2413,774,620,0,Graduation,Divorced
68743.0,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0,53,2827,1959,1844,0,Graduation,Divorced
41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0,38,2498,422,377,0,2n Cycle,Together
38946.0,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0,65,2407,216,175,0,Graduation,Together
65777.0,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,53,2351,1092,1038,0,Graduation,Together
66476.0,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0,44,2638,611,533,0,PhD,Divorced
86857.0,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1,48,2814,2074,2034,0,PhD,Single
77845.0,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0,31,2203,1320,1294,2,PhD,Together
69476.0,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0,51,2431,977,910,0,PhD,Together
50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1,60,2792,489,485,1,PhD,Divorced
61209.0,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0,50,2467,858,759,0,Graduation,Single
42315.0,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0,62,2511,190,110,0,Master,Together
13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0,68,2398,19,9,0,Basic,Together
47570.0,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1,71,2555,90,59,0,Master,Widow
61923.0,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0,59,2497,120,114,0,Master,Married
34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,25,2254,19,15,0,Graduation,Single
26518.0,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1,71,2606,55,53,0,PhD,Single
45938.0,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0,59,2397,607,578,0,Graduation,Single
78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0,60,2240,970,936,1,Graduation,Together
78901.0,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0,47,2444,700,666,0,Graduation,Divorced
71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0,42,2268,591,568,0,Graduation,Married
71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0,42,2297,1211,969,1,Graduation,Divorced
90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,32,2220,1605,1589,3,Master,Single
41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,52,2344,182,177,0,Master,Divorced
71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,34,2694,1350,1257,2,Graduation,Married
35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,50,2161,39,21,0,PhD,Divorced
43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,69,2604,607,577,0,Graduation,Divorced
66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,72,2379,757,566,1,PhD,Together
35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,49,2694,41,23,1,Master,Married
25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,34,2511,12,6,0,Graduation,Married
55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,55,2775,837,771,0,Master,Single
33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,45,2653,70,28,0,Graduation,Single
58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,67,2570,547,498,0,Graduation,Together
50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,38,2485,229,225,0,Graduation,Together
76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,45,2728,1364,1217,0,PhD,Married
87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,60,2803,1072,992,1,2n Cycle,Divorced
25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,42,2662,43,38,0,Graduation,Together
58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,50,2614,1011,837,0,Graduation,Divorced
45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,62,2251,18,15,0,Graduation,Single
74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,55,2716,956,947,0,Master,Married
59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,66,2582,714,559,0,Graduation,Married
18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,36,2196,15,14,0,PhD,Married
72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,55,2660,1698,1449,0,Graduation,Married
7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,44,2856,39,7,1,Graduation,Married
44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,54,2180,61,57,0,Graduation,Married
80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,65,2377,1332,1284,1,Graduation,Married
75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,44,2314,876,725,0,Master,Divorced
56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,55,2420,385,359,0,Master,Married
89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,29,2599,653,470,1,Graduation,Together
35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,71,2434,11,11,0,PhD,Divorced
53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,67,2850,437,394,0,PhD,Together
66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,42,2541,497,388,0,Graduation,Married
45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,72,2415,254,224,0,PhD,Divorced
89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,47,2422,1430,1388,3,Graduation,Divorced
72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,71,2220,1677,1677,3,Graduation,Married
67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,47,2616,1165,995,0,Graduation,Married
70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,68,2185,313,292,0,Master,Together
17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,31,2627,12,6,0,Basic,Married
62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,51,2848,1241,1144,0,Graduation,Together
64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,67,2622,1078,1057,0,PhD,Single
34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,64,2639,73,49,0,Master,Together
